Book,Chapter,Verse,ASY,TRL,ENG
,,15,"ܘܦܝܼܫ ܠܹܗ ܬܵܡܵܐ ܗܲܠ ܡܵܘܬܵܐ ܕܗܹܪܘܿܕܸܣ، ܕܦܵܐܹܫ ܬܘܼܡܸܡܵܐ ܡܸܢܕܝܼ ܕܦܝܼܫ ܠܹܗ ܐ݇ܡܝܼܪܵܐ ܡ̣ܢ ܡܵܪܝܵܐ ܒܝܲܕ ܢܒ݂ܝܼܵܐ، ܕܐ݇ܡܝܼܪܹܗ: ܡ̣ܢ ܡܸܨܪܹܝܢ ܩܪܹܐ ܠܝܼ ܠܒܪܘܿܢܝܼ.","O peesh-leh tama hal mawta dheroodis, dpaesh toemima mindee dpeesh-leh meera min Marya byad nweea, dmeereh: min miṣreyn qre-lee lbroonee.","and was there until the death of Herod: that it might be fulfilled which was spoken by the Lord through the prophet, saying, Out of Egypt did I call my son."
,,16,"ܗ̇ܝܓܵܗ ܟܲܕ ܚܙܹܐ ܠܹܗ ܗܹܪܘܿܕܸܣ ܕܦܝܼܫ ܠܹܗ ܡܘܼܣܚܸܪܵܐ ܒܝܲܕ ܡܓ݂ܘܼܫܹ̈ܐ، ܦܝܼܫ ܠܹܗ ܡܸܠܝܵܐ ܚܸܡܬܵܐ؛ ܘܫܘܼܕܸܪܹܗ ܘܡܘܼܩܛܸܠ ܠܹܗ ܠܟܠܲܝܗܝ ܝܵܠܹ̈ܕ݇ܐ ܕܓܵܘ ܒܹܝܬܠܚܸܡ ܘܕܟܠܲܝܗܝ ܬܚܘܼܡܘܼ̈ܗ̇، ܐܵܢܝܼ ܕܝܼܗ݇ܘܵܘ ܡ̣ܢ ܒܲܪ ܬܲܪܬܹܝ ܫܸܢܹ̈ܐ ܘܠܠܬܸܚܬ، ܐܲܝܟ݂ ܙܲܒ݂ܢܵܐ ܕܦܝܼܫ ܠܹܗ ܓܸܠܝܵܐ ܐܸܠܹܗ ܒܡܓ݂ܘܼܫܹ̈ܐ.","Haygah kad khze-leh heroodis dpeesh-leh moeskhira byad mghoeshe, peesh-leh milya khimta; o shoedireh o moeqṭil-leh lklayhy yale dgaw beytlkhim o dklayhy tkhoemoeha, anee deewaw min bar tartey shine o lltikht, aykh zawna dpeesh-leh gilya ileh bmghoeshe.","Then Herod, when he saw that he was mocked of the wise men, was exceeding wroth, and sent forth, and slew all the male children that were in Bethlehem, and in all the borders thereof, from two years old and under, according to the time which he had carefully learned of the wise men."
,,17,"ܘܗܲܕܟ݂ܵܐ ܦܝܼܫ ܠܹܗ ܬܘܼܡܸܡܵܐ ܡܸܢܕܝܼ ܕܦܝܼܫܵܐ ܝܗ݇ܘܵܐ ܐ݇ܡܝܼܪܵܐ ܒܝܲܕ ܐܹܪܲܡܝܵܐ ܢܒ݂ܝܼܵܐ، ܕܐ݇ܡܝܼܪܹܗ:","O hadkha peesh-leh toemima mindee dpeesha ywa meera byad eramya nweea, dmeereh:","Then was fulfilled that which was spoken by Jeremiah the prophet, saying,"
,,18,"ܩܵܠܵܐ ܦܝܼܫ ܠܹܗ ܫܡܝܼܥܵܐ ܓܵܘ ܪܵܡܬܵܐ، ܒܸܟ݂ܝܵܐ ܘܐܸܠܝܵܐ ܪܵܒܵܐ؛ ܪܵܚܹܝܠ ܒܸܒܟ݂ܵܝܵܐ ܥܲܠ ܒܢܘܿܢܘܼ̈ܗ̇، ܘܠܹܐ ܒܵܣܡܵܐ ܗ݇ܘܵܐ ܠܵܗ̇ ܠܸܫܩܵܠܵܐ ܠܸܒܵܐ، ܣܵܒܵܒ ܡܝܼܬܹ̈ܐ ܝܗ݇ܘܵܘ.","Qala peesh-leh shmee'a gaw ramta, bikhya o ilya raba; rakheyl bibkhaya 'al bnoonoeha, o le basma wa-laha lishqala liba, sabab meete ywaw.","A voice was heard in Ramah, Weeping and great mourning, Rachel weeping for her children; And she would not be comforted, because they are not."
,,19,"ܐܝܼܡܲܢ ܕܡܝܼܬ ܠܹܗ ܗܹܪܘܿܕܸܣ، ܦܝܼܫ ܠܹܗ ܚܸܙܝܵܐ ܡܲܠܲܐܟ݂ܵܐ ܕܡܵܪܝܵܐ ܒܚܸܠܡܵܐ ܠܝܵܘܣܸܦ ܓܵܘ ܡܸܨܪܹܝܢ،","Eeman dmeet-leh heroodis, peesh-leh khizya malakha dmarya bkhilma lyawsip gaw miṣreyn,","But when Herod was dead, behold, an angel of the Lord appeareth in a dream to Joseph in Egypt,"
,,20,"ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܹܗ، ”ܩܘܼܡ، ܠܲܒܸܠ ܠܝܵܠܵܕ݇ܐ ܘܠܝܸܡܹܗ، ܘܙܹܠ݇ ܠܐܲܪܥܵܐ ܕܝܼܣܪܵܝܹܠ، ܣܵܒܵܒ ܡܝܼܬ ܠܗܘܿܢ ܐܵܢܝܼ ܕܒܸܒܥܵܝܵܐ ܝܗ݇ܘܵܘ ܠܸܩܛܵܠܹܗ ܝܵܠܵܕ݇ܐ.“","O meereh ileh, ”qoem, labil lyala o lyimeh, o ze lar'a deesrayel, sabab meet-lhoon anee dbib'aya ywaw liqṭaleh yala.“","saying, Arise and take the young child and his mother, and go into the land of Israel: for they are dead that sought the young child’s life."
,,21,"ܗ̇ܝܓܵܗ ܩܝܼܡ ܠܹܗ ܝܵܘܣܸܦ ܘܫܩܝܼܠ ܠܹܗ ܠܝܵܠܵܕ݇ܐ ܘܠܝܸܡܹܗ، ܘܐ݇ܙܝܼܠ ܠܹܗ ܠܐܲܪܥܵܐ ܕܝܼܣܪܵܝܹܠ.","Haygah qeem-leh yawsip o shqeel-leh lyala o lyimeh, o zeel-leh lar'a deesrayel.","And he arose and took the young child and his mother, and came into the land of Israel."
,,22,"ܐܝܼܢܵܐ ܟܲܕ ܫܡܝܼܥ ܠܹܗ ܕܐܲܪܟܹܠܹܐܘܿܣ ܗܘܹܐ ܠܹܗ ܡܲܠܟܵܐ ܒܝܼܗܘܼܕ ܡ̣ܢ ܓܹܒܵܐ ܕܗܹܪܘܿܕܸܣ ܒܵܒܘܼܗܝ، ܙܕܝܼܥ ܠܹܗ ܕܐܵܙܹܠ ܗ݇ܘܵܐ ܠܬܵܡܵܐ؛ ܘܟܲܕ ܦܝܼܫ ܠܹܗ ܡܘܼܕܸܥܵܐ ܒܚܸܠܡܵܐ، ܐ݇ܬܹܐ ܠܹܗ ܠܐܲܬܪܵܐ ܕܓܠܝܼܠܵܐ.","Eena kad shmee' leh darkeleoos hwe-leh malka beehoed min geba dheroodis baboehy, zdee' leh dazel wa ltama; o kad peesh-leh moedi'a bkhilma, te-leh latra dgleela.","But when he heard that Archelaus was reigning over Judaea in the room of his father Herod, he was afraid to go thither; and being warned of God in a dream, he withdrew into the parts of Galilee,"
,,23,"ܘܐ݇ܬܹܐ ܠܹܗ ܥܡܝܼܪܹܗ ܒܡܕܝܼܢ݇ܬܵܐ ܕܦܵܝܫܵܐ ܩܪܝܼܬܵܐ ܢܵܨܪܲܬ، ܕܦܵܐܹܫ ܬܘܼܡܸܡܵܐ ܡܸܢܕܝܼ ܕܦܝܼܫ ܠܹܗ ܐ݇ܡܝܼܪܵܐ ܒܝܲܕ ܢܒ݂ܝܼܹ̈ܐ، ܕܢܵܨܪܵܝܵܐ ܒܸܬ ܦܵܐܹܫ ܩܸܪܝܵܐ.","O te-leh 'meereh bmdeeta dpaysha qreeta naṣrat, dpaesh toemima mindee dpeesh-leh meera byad nwee-e, dnaṣraya bit paesh qirya.","and came and dwelt in a city called Nazareth: that it might be fulfilled which was spoken by the prophets, that he should be called a Nazarene."
,3,1,"ܒܐܵܢܝܼ ܝܵܘܡܵܢܹ̈ܐ، ܐ݇ܬܹܐ ܠܹܗ ܝܘܿܚܲܢܵܢ ܡܲܥܡܕܵܢܵܐ، ܡܲܟܪܘܼܙܹܐ ܓܵܘ ܒܲܪܝܼܵܐ ܕܝܼܗܘܼܕ،","Banee yawmane, te-leh yookhanan ma'mdana, makroeze gaw bareea deehoed,","And in those days cometh John the Baptist, preaching in the wilderness of Judaea,"
,,2,"ܒܹܐܡܵܪܵܐ، ”ܬܲܘܸܒܘܼܢ، ܣܵܒܵܒ ܩܘܼܪܒܸܢܵܗ̇ ܡܲܠܟܘܼܬܵܐ ܕܫܡܲܝܵܐ.“","Bemara, ”tawiboen, sabab qoerbinaha malkoeta dshmaya.“","saying, Repent ye; for the kingdom of heaven is at hand."
,,3,"ܐܵܗܵܐ ܝܠܹܗ ܗ̇ܘ ܕܦܝܼܫ ܠܹܗ ܐ݇ܡܝܼܪܵܐ ܒܘܼܬ ܕܝܼܹܗ ܒܝܲܕ ܐܹܫܲܥܝܵܐ ܢܒ݂ܝܼܵܐ، ܕܐ݇ܡܝܼܪܹܗ: ܩܵܠܵܐ ܒܸܩܪܵܝܵܐ ܓܵܘ ܒܲܪܝܼܵܐ، ”ܗܲܕܪܘܼܢ ܐܘܼܪܚܵܐ ܕܡܵܪܝܵܐ، ܘܡܲܫܘܹܝܡܘܼܢ ܠܗܘܿܢ ܫܒ݂ܝܼܠܘܼ̈ܗܝ.“","Aha-yleh haw dpeesh-leh meera boet dee-eh byad esha'ya nweea, dmeereh: qala biqraya gaw bareea, ”hadroen oerkha dmarya, o mashweymoen-lhoon shweeloehy.“","For this is he that was spoken of by Isaiah the prophet, saying, The voice of one crying in the wilderness, Make ye ready the way of the Lord, Make his paths straight."
,,4,"ܘܠܒ݂ܝܼܫܬܵܐ ܕܝܘܿܚܲܢܵܢ ܡ̣ܢ ܣܲܥܪܵܐ ܕܓܘܼܡܠܹ̈ܐ ܝܗ݇ܘܵܐ، ܘܐܝܼܬ ܗ݇ܘܵܐ ܠܹܗ ܙܘܼܢܵܪܵܐ ܕܓܸܠܕܵܐ ܒܚܲܨܹܗ، ܘܡܹܐܟ݂ܘܼܠܬܹܗ ܩܲܡܨܹ̈ܐ ܝܗ݇ܘܵܐ ܘܕܸܒ݂ܫܵܐ ܕܒܲܪܝܼܵܐ.","O lweeshta dyookhanan min sa'ra dgoemle ywa, o eet wa-leh zoenara dgilda bkhaṣeh, o mekhoelteh qamṣe ywa o diwsha dbareea.","Now John himself had his raiment of camel’s hair, and a leathern girdle about his loins; and his food was locusts and wild honey."
,,5,"ܗ̇ܝܓܵܗ ܦܠܝܼܛ ܠܗܘܿܢ ܠܟܸܣ ܠܹܗ ܐ݇ܢܵܫܹ̈ܐ ܕܐܘܿܪܸܫܠܸܡ ܘܟܠܵܗ̇ ܝܼܗܘܼܕ، ܘܟܠܹܗ ܐܲܬܪܵܐ ܕܚܵܕܸܪ̈ܘܵܢܹܐ ܕܝܘܿܪܕܢܵܢ.","Haygah pleeṭ-lhoon lkis-leh nashe doorishlim o klaha eehoed, o kleh atra dkhadirwane dyoordnan.","Then went out unto him Jerusalem, and all Judaea, and all the region round about Jordan;"
,,6,"ܘܦܵܝܫܝܼ ܗ݇ܘܵܘ ܡܘܼܥܡܸܕܹܐ ܒܝܼܹܗ ܓܵܘ ܢܲܗܪܵܐ ܕܝܘܿܪܕܢܵܢ، ܟܲܕ ܡܵܘܕܘܼܝܹܐ ܒܚܛܝܼܵܬܲܝ̈ܗܝ.","O payshee waw moe'mide bee-eh gaw nahra dyoordnan, kad mawdoeye bkhṭeeatayhy.","and they were baptized of him in the river Jordan, confessing their sins."
,,7,"ܐܝܼܢܵܐ ܐܝܼܡܲܢ ܕܚܙܹܐ ܠܹܗ ܪܵܒܵܐ ܡ̣ܢ ܦܪ̈ܝܼܫܹܐ ܘܙܲܕܘܼܩܵܝܹ̈ܐ ܒܹܐܬܵܝܵܐ ܝܗ݇ܘܵܘ ܠܡܲܥܡܘܿܕܝܼܬܹܗ، ܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ، ”ܝܵܐ ܙܲܪ̈ܥܹܐ ܕܐܵܟܸܕܢܹ̈ܐ، ܡܵܢܝܼ ܡܘܼܕܸܥ ܠܹܗ ܐܸܠܵܘܟ݂ܘܿܢ ܕܥܵܪܩܝܼܬܘܿܢ ܡ̣ܢ ܟܲܪܒܵܐ ܕܒܹܐܬܵܝܵܐ ܝܠܵܗ̇؟","Eena eeman dkhze-leh raba min preeshe o zadoeqaye betaya ywaw lma'moodeeteh, meereh ilayhy, ”ya zar'e dakidne, manee moedi' leh ilawkhoon d'arqeetoon min karba dbetaya-ylaha?","But when he saw many of the Pharisees and Sadducees coming to his baptism, he said unto them, Ye offspring of vipers, who warned you to flee from the wrath to come?"
,,8,”ܗܲܕܟ݂ܵܐ ܥܒ݂ܘܿܕܘܼܢ ܛܥܘܼܢܝܵܬܹ̈ܐ ܕܚܵܫܚܝܼ ܠܬܝܵܒ݂ܘܼܬܵܐ.,”Hadkha 'woodoen ṭ'oenyate dkhashkhee ltyawoeta.,Bring forth therefore fruit worthy of repentance:
,,9,"”ܘܠܵܐ ܚܵܫܒ݂ܝܼܬܘܿܢ ܘܐܵܡܪܝܼܬܘܿܢ ܒܓܵܢܵܘܟ݂ܘܿܢ، ’ܒܵܒܵܐ ܐܝܼܬ ܠܲܢ، ܐܲܒ݂ܪܵܗܵܡ،‘ ܣܵܒܵܒ ܒܹܐܡܵܪܵܐ ܝܘܸܢ ܐܸܠܵܘܟ݂ܘܿܢ ܕܐܲܠܵܗܵܐ ܡܵܨܹܐ ܡ̣ܢ ܐܲܢܹܐ ܟܹܐܦܹ̈ܐ ܡܲܩܸܡ ܒܢܘܿܢܹ̈ܐ ܠܐܲܒ݂ܪܵܗܵܡ!","”O la khashweetoon o amreetoon bganawkhoon, ’baba eet lan, awraham,‘ sabab bemara ywin ilawkhoon dalaha maṣe min ane kepe maqim bnoone lawraham!","and think not to say within yourselves, We have Abraham to our father: for I say unto you, that God is able of these stones to raise up children unto Abraham."
,,10,”ܗܵܐ ܢܲܪܥܵܐ ܦܝܼܫܵܐ ܝܠܹܗ ܡܘܼܬܒ݂ܵܐ ܥܲܠ ܥܸܩܪܵܐ ܕܐܝܼܠܵܢܹ̈ܐ؛ ܘܟܠ ܐܝܼܠܵܢܵܐ ܕܠܵܐ ܛܵܥܹܢ ܛܥܘܼܢܝܵܬܹ̈ܐ ܛܵܒܹ̈ܐ ܒܸܬ ܦܵܐܹܫ ܦܪܝܼܡܵܐ ܘܕܸܪܝܵܐ ܒܢܘܼܪܵܐ.,”Ha nar'a peesha-yleh moetwa 'al 'iqra deelane; o kl eelana dla ṭa'en ṭ'oenyate ṭabe bit paesh preema o dirya bnoera.,"And even now is the axe laid unto the root of the trees: every tree therefore that bringeth not forth good fruit is hewn down, and cast into the fire."
,,11,"”ܐܵܢܵܐ ܡܲܥܡܘܼܕܹܐ ܝܘܸܢ ܐܸܠܵܘܟ݂ܘܿܢ ܒܡ̈ܝܼܵܐ ܠܬܝܵܒ݂ܘܼܬܵܐ، ܐܝܼܢܵܐ ܗ̇ܘ ܕܒܹܐܬܵܝܵܐ ܝܠܹܗ ܡ̣ܢ ܒܵܬ݇ܪ ܕܝܼܝܼ ܒܘܼܫ ܚܲܝܠܵܢܵܐ ܝܠܹܗ ܡܸܢܝܼ، ܗ̇ܘ ܕܐܵܢܵܐ ܠܹܐ ܚܵܫܚܹܢ ܕܛܵܥܢܹܢ ܠܨܵܘܠܘܼ̈ܗܝ. ܗ̇ܘ ܒܸܬ ܡܲܥܡܸܕ ܠܵܘܟ݂ܘܿܢ ܒܪܘܼܚܵܐ ܕܩܘܼܕܫܵܐ ܘܒܢܘܼܪܵܐ،","”Ana ma'moede ywin ilawkhoon bmeea ltyawoeta, eena haw dbetaya-yleh min bar deeee boesh khaylana-yleh minee, haw dana le khashkhen dṭa'nen lṣawloehy. Haw bit ma'mid lawkhoon broekha dqoedsha o bnoera,","I indeed baptize you with water unto repentance: but he that cometh after me is mightier than I, whose shoes I am not worthy to bear: he shall baptize you with the Holy Ghost and with fire:"
,,12,"”ܗ̇ܘ ܕܪܘܼܦ̮ܫܬܵܐ ܒܐܝܼܕܹܗ ܝܠܵܗ̇ ܘܒܸܬ ܕܲܟܹܐ ܠܒܸܐܕܪ̈ܵܬܹܗ، ܘܒܸܬ ܟܲܦܸܫ ܚܸܛܹ̈ܐ ܠܐܲܢܒܵܪ̈ܘܼܗܝ، ܘܒܸܬ ܡܲܩܸܕ ܬܸܒ݂ܢܵܐ ܓܵܘ ܢܘܼܪܵܐ ܕܠܹܐ ܟ̰ܵܡܹܥ.“","”Haw droewshta beedeh-ylaha o bit dake lbidrateh, o bit kapish khiṭe lanbaroehy, o bit maqid tiwna gaw noera dle chame'.“","whose fan is in his hand, and he will throughly cleanse his threshing-floor; and he will gather his wheat into the garner, but the chaff he will burn up with unquenchable fire."
,,13,"ܗ̇ܝܓܵܗ ܐ݇ܬܹܐ ܠܹܗ ܝܼܫܘܿܥ ܡ̣ܢ ܓܠܝܼܠܵܐ ܠܝܘܿܪܕܢܵܢ، ܠܟܸܣ ܝܘܿܚܲܢܵܢ، ܕܦܵܐܹܫ ܗ݇ܘܵܐ ܡܘܼܥܡܸܕܵܐ ܒܝܼܹܗ.","Haygah te-leh eeshoo' min gleela lyoordnan, lkis yookhanan, dpaesh wa moe'mida bee-eh.","Then cometh Jesus from Galilee to the Jordan unto John, to be baptized of him."
,,14,"ܐܝܼܢܵܐ ܝܘܿܚܲܢܵܢ ܡܘܼܟܠܹܐ ܠܹܗ ܐܸܠܹܗ ܘܐ݇ܡܝܼܪܹܗ، ”ܐܵܢܵܐ ܣܢܝܼܩܵܐ ܝܘܸܢ ܕܦܵܝܫܹܢ ܡܘܼܥܡܸܕܵܐ ܒܝܼܘܼܟ݂، ܘܐܲܢ݇ܬ ܠܟܸܣ ܠܝܼ ܒܹܐܬܵܝܵܐ ܝܘܸܬ؟“","Eena yookhanan moekle-leh ileh o meereh, ”ana sneeqa ywin dpayshen moe'mida beeoekh, o at lkis-lee betaya ywit?“","But John would have hindered him, saying, I have need to be baptized of thee, and comest thou to me?"
,,15,"ܐܝܼܢܵܐ ܝܼܫܘܿܥ ܓ̰ܘܼܘܸܒ ܠܹܗ ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܹܗ، ”ܫܒ݂ܘܿܩ ܐܵܕܝܼܵܐ، ܣܵܒܵܒ ܗܲܕܟ݂ܵܐ ܘܵܠܹܐ ܝܠܵܗ̇ ܐܸܠܲܢ ܕܬܲܡܸܡܲܚ ܟܠܵܗ̇ ܟܹܐܢܘܼܬܵܐ.“ ܗ̇ܝܓܵܗ ܫܒ݂ܝܼܩ ܠܹܗ ܕܡܲܥܡܸܕ ܠܹܗ.","Eena eeshoo' joewib-leh o meereh ileh, ”shwooq adeea, sabab hadkha wale-ylaha ilan dtamimakh klaha kenoeta.“ haygah shweeq-leh dma'mid-leh.","But Jesus answering said unto him, Suffer it now: for thus it becometh us to fulfill all righteousness. Then he suffereth him."
,,16,"ܘܟܲܕ ܦܝܼܫ ܠܹܗ ܡܘܼܥܡܸܕܵܐ ܝܼܫܘܿܥ، ܐ݇ܣܝܼܩ ܠܹܗ ܗܲܪ ܒܗ̇ܝ ܥܕܵܢܵܐ ܡ̣ܢ ܡ̈ܝܼܵܐ، ܘܦܝܼܫ ܠܗܘܿܢ ܦܬܝܼܚܹܐ ܐܸܠܹܗ ܫܡܲܝܹ̈ܐ، ܘܚܙܹܐ ܠܹܗ ܠܪܘܼܚܵܐ ܕܐܲܠܵܗܵܐ ܒܸܨܠܵܝܵܐ ܐܲܝܟ݂ ܝܵܘܢܵܐ ܘܒܹܐܬܵܝܵܐ ܥܲܠܘܼܗܝ.","O kad peesh-leh moe'mida eeshoo', seeq-leh har bhay 'dana min meea, o peesh-lhoon pteekhe ileh shmaye, o khze-leh lroekha dalaha biṣlaya aykh yawna o betaya 'aloehy.","And Jesus, when he was baptized, went up straightway from the water: and lo, the heavens were opened unto him, and he saw the Spirit of God descending as a dove, and coming upon him;"
,,17,"ܘܗܵܐ، ܩܵܠܵܐ ܡ̣ܢ ܫܡܲܝܵܐ ܒܹܐܡܵܪܵܐ، ”ܐܵܗܵܐ ܝܠܹܗ ܒܪܘܿܢܝܼ ܡܘܼܚܸܒܵܐ ܕܒܝܼܹܗ ܒܣܝܼܡ ܠܵܗ̇ ܠܝܼ.“","O ha, qala min shmaya bemara, ”aha-yleh broonee moekhiba dbee-eh bseem-laha-lee.“","and lo, a voice out of the heavens, saying, This is my beloved Son, in whom I am well pleased."
,4,1,ܗ̇ܝܓܵܗ ܦܝܼܫ ܠܹܗ ܠܘܼܒܠܵܐ ܝܼܫܘܿܥ ܒܝܲܕ ܪܘܼܚܵܐ ܠܒܲܪܝܼܵܐ ܕܦܵܐܹܫ ܓ̰ܘܼܪܒܵܐ ܒܐܵܟܹܠܩܲܪܨܵܐ.,Haygah peesh-leh loebla eeshoo' byad roekha lbareea dpaesh joerba bakelqarṣa.,Then was Jesus led up of the Spirit into the wilderness to be tempted of the devil.
,,2,"ܘܨܝܼܡ ܠܹܗ ܐܲܪܒܥܝܼ ܝܵܘܡܵܢܹ̈ܐ ܘܐܲܪܒܥܝܼ ܠܲܝܠܵܘܵܬܹ̈ܐ، ܘܒܚܲܪܬܵܐ ܟܦܝܼܢܹܗ.","O ṣeem-leh arb'ee yawmane o arb'ee laylawate, o bkharta kpeeneh.","And when he had fasted forty days and forty nights, he afterward hungered."
,,3,"ܘܩܘܼܪܒܸܢܹܗ ܓ̰ܲܪܒܵܢܵܐ ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܹܗ، ”ܐܸܢ ܒܪܘܿܢܵܐ ܕܐܲܠܵܗܵܐ ܝܘܸܬ، ܦܩܘܿܕ ܠܐܲܢܹܐ ܟܹܐܦܹ̈ܐ ܕܗܵܘܝܼ ܠܲܚܡܵܐ.“","O qoerbineh jarbana o meereh ileh, ”in broona dalaha ywit, pqood lane kepe dhawee lakhma.“","And the tempter came and said unto him, If thou art the Son of God, command that these stones become bread."
,,4,"ܐܝܼܢܵܐ ܗ̇ܘ ܓ̰ܘܼܘܸܒ ܠܹܗ ܘܐ݇ܡܝܼܪܹܗ، ”ܦܝܼܫܬܵܐ ܝܠܵܗ̇ ܟܬܝܼܒ݂ܬܵܐ: ܠܹܐ ܝܠܵܗ̇ ܐܲܚܟ̰ܝܼ ܒܠܲܚܡܵܐ ܕܟܹܐ ܚܵܝܹܐ ܒܲܪܢܵܫܵܐ، ܐܸܠܵܐ ܒܟܠ ܗܹܡܸܙܡܵܢ ܕܦܵܠܛܵܐ ܡ̣ܢ ܦܘܼܡܵܐ ܕܐܲܠܵܗܵܐ.“","Eena haw joewib-leh o meereh, ”peeshta-ylaha kteewta: le-ylaha akhchee blakhma dke khaye barnasha, ila bkl hemizman dpalṭa min poema dalaha.“","But he answered and said, It is written, Man shall not live by bread alone, but by every word that proceedeth out of the mouth of God."
,,5,"ܗ̇ܝܓܵܗ ܠܘܼܒܸܠ ܠܹܗ ܐܸܠܹܗ ܐܵܟܹܠܩܲܪܨܵܐ ܠܡܕܝܼܢ݇ܬܵܐ ܩܲܕܝܼܫܬܵܐ، ܘܡܘܼܟܠܹܐ ܠܹܗ ܐܸܠܹܗ ܥܲܠ ܟܸܢܦܵܐ ܕܗܲܝܟܠܵܐ.","Haygah loebil-leh ileh akelqarṣa lmdeeta qadeeshta, o moekle-leh ileh 'al kinpa dhaykla.","Then the devil taketh him into the holy city; and he set him on the pinnacle of the temple,"
,,6,"ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܹܗ، ”ܐܸܢ ܒܪܘܿܢܵܐ ܕܐܲܠܵܗܵܐ ܝܘܸܬ، ܪܲܦܝܼ ܓܵܢܘܼܟ݂ ܠܠܬܸܚܬ؛ ܣܵܒܵܒ ܦܝܼܫܬܵܐ ܝܠܵܗ̇ ܟܬܝܼܒ݂ܬܵܐ: ܒܸܬ ܦܵܩܹܕ ܠܡܲܠܲܐܟ݂ܘܼ̈ܗܝ ܒܘܼܬ ܕܝܼܘܼܟ݂، ܘܒܸܬ ܛܵܥܢܝܼ ܠܘܼܟ݂ ܥܲܠ ܐܝܼܕܵܬܲܝ̈ܗܝ، ܕܠܵܐ ܬܲܪܩܸܠܵܐ ܐܲܩܠܘܼܟ݂ ܒܟܹܐܦܵܐ.“","O meereh ileh, ”in broona dalaha ywit, rapee ganoekh lltikht; sabab peeshta-ylaha kteewta: bit paqed lmalakhoehy boet deeoekh, o bit ṭa'nee-loekh 'al eedatayhy, dla tarqila aqloekh bkepa.“","and saith unto him, If thou art the Son of God, cast thyself down: for it is written, He shall give his angels charge concerning thee: And on their hands they shall bear thee up, Lest haply thou dash thy foot against a stone."
,,7,"ܐ݇ܡܝܼܪܹܗ ܐܸܠܹܗ ܝܼܫܘܿܥ، ”ܡܸܢܕܪܸܫ ܦܝܼܫܬܵܐ ܝܠܵܗ̇ ܟܬܝܼܒ݂ܬܵܐ: ܠܵܐ ܓ̰ܲܪܒܸܬ ܠܡܵܪܝܵܐ ܐܲܠܵܗܘܼܟ݂.“","meereh ileh eeshoo', ”mindrish peeshta-ylaha kteewta: la jarbit lmarya alahoekh.“","Jesus said unto him, Again it is written, Thou shalt not tempt the Lord thy God."
,,8,"ܡ̣ܢ ܒܵܬ݇ܪ ܐܵܗܵܐ، ܡܸܢܕܪܸܫ ܠܘܼܒܸܠ ܠܹܗ ܐܸܠܹܗ ܐܵܟܹܠܩܲܪܨܵܐ ܠܚܲܕ ܛܘܼܪܵܐ ܪܵܒܵܐ ܪܵܡܵܐ، ܘܡܘܼܚܙܹܐ ܠܹܗ ܐܸܠܹܗ ܟܠܲܝܗܝ ܡܲܠܟܘܵܬܹ̈ܐ ܕܕܘܼܢܝܹܐ ܘܚܸܩܪܲܝܗ‌ܝ؛","Min bar aha, mindrish loebil-leh ileh akelqarṣa lkhad ṭoera raba rama, o moekhze-leh ileh klayhy malkwate ddoenye o khiqrayh‌y;","Again, the devil taketh him unto an exceeding high mountain, and sheweth him all the kingdoms of the world, and the glory of them;"
,,9,"ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܹܗ، ”ܒܸܬ ܝܵܗ݇ܒܹܢ ܐܸܠܘܼܟ݂ ܟܠܲܝܗܝ ܐܲܢܹܐ، ܐܸܢ ܢܵܦܠܹܬ ܘܣܵܓ݂ܕܹܬ ܐܸܠܝܼ.“","O meereh ileh, ”bit yaben iloekh klayhy ane, in naplet o saghdet ilee.“","and he said unto him, All these things will I give thee, if thou wilt fall down and worship me."
,,10,"ܗ̇ܝܓܵܗ ܐ݇ܡܝܼܪܹܗ ܐܸܠܹܗ ܝܼܫܘܿܥ، ”ܛܠܘܿܩ، ܝܵܐ ܣܵܛܵܢܵܐ، ܣܵܒܵܒ ܦܝܼܫܬܵܐ ܝܠܵܗ̇ ܟܬܝܼܒ݂ܬܵܐ: ܠܡܵܪܝܵܐ ܐܲܠܵܗܘܼܟ݂ ܣܵܓ݂ܕܹܬ، ܘܐܸܠܹܗ ܒܢܲܦ̮ܫܹܗ ܦܵܠܚܹܬ.“","Haygah meereh ileh eeshoo', ”ṭlooq, ya saṭana, sabab peeshta-ylaha kteewta: lmarya alahoekh saghdet, o ileh bnawsheh palkhet.“","Then saith Jesus unto him, Get thee hence, Satan: for it is written, Thou shalt worship the Lord thy God, and him only shalt thou serve."
,,11,"ܗ̇ܝܓܵܗ، ܫܒ݂ܝܼܩ ܠܹܗ ܐܸܠܹܗ ܐܵܟܹܠܩܲܪܨܵܐ، ܘܗܵܐ، ܡܲܠܲܐܟܹ̈ܐ ܐ݇ܬܹܐ ܠܗܘܿܢ ܘܥܒ݂ܝܼܕ ܠܗܘܿܢ ܚܸܠܡܲܬ ܐܸܠܹܗ.","Haygah, shweeq-leh ileh akelqarṣa, o ha, malake te-lhoon o 'weed-lhoon khilmat ileh.","Then the devil leaveth him; and behold, angels came and ministered unto him."
